id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
29242351,stroke,192,,,,,Circulation
29242274,stroke,143,,,,,FASEB journal : official publication of the Federation of American Societies for Experimental Biology
29242239,stroke,119,,,,,Circulation. Cardiovascular imaging
29242070,stroke,229,,,,,Journal of vascular surgery
29242067,stroke,142,,,,,Journal of vascular surgery
29241899,stroke,141,,,,,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
29241898,stroke,145,,,,,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
29241885,stroke,133,,,,,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
29241844,stroke,116,,,,,Hellenic journal of cardiology : HJC = Hellenike kardiologike epitheorese
29241770,stroke,125,,,,,Atherosclerosis
29241718,stroke,145,,,,,American journal of preventive medicine
29241675,stroke,125,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29241649,stroke,197,,,,,Neuropsychologia
29241492,stroke,77,,,,,Journal of the American College of Cardiology
29241487,stroke,184,,,,,Journal of the American College of Cardiology
29241238,stroke,62,,,,,Diving and hyperbaric medicine
29241198,stroke,157,,,,,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology"
29241193,stroke,89,,,,,European neurology
29241068,stroke,148,,,,,Environment international
29240976,stroke,364,,,,,The Cochrane database of systematic reviews
29240808,stroke,180,,,,,PloS one
29240784,stroke,151,,,,,PloS one
29240767,stroke,128,,,,,PLoS genetics
29240651,stroke,138,,,,,Medicine and science in sports and exercise
29240533,stroke,69,,,,,Journal of motor behavior
29240320,stroke,99,,,,,Duodecim; laaketieteellinen aikakauskirja
29240063,stroke,139,,,,,Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery
29239935,stroke,97,,,,,Journal of clinical rheumatology : practical reports on rheumatic & musculoskeletal diseases
29239899,stroke,165,,,,,European journal of emergency medicine : official journal of the European Society for Emergency Medicine
29239808,stroke,142,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29239807,stroke,130,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29239687,stroke,106,,,,,"Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences"
29239394,stroke,87,,,,,"VipIMAGE 2017 : proceedings of the VI ECCOMAS Thematic Conference on Computational Vision and Medical Image Processing Porto, Portugal, October 18-20, 2017. VipIMAGE (Conference) (2017 : Porto, Portugal)"
29239331,stroke,94,,,,,Neural regeneration research
29239328,stroke,171,,,,,Neural regeneration research
29239311,stroke,63,,,,,Neural regeneration research
29239134,stroke,104,,,,,"Small (Weinheim an der Bergstrasse, Germany)"
29239099,stroke,145,,,,,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions
29238721,stroke,95,,,,,BioMed research international
29238644,stroke,158,,,,,Global spine journal
29238622,stroke,77,,,,,Case reports in neurological medicine
29238502,stroke,152,,,,,Electronic physician
29238467,stroke,93,,,,,Iranian journal of basic medical sciences
29238393,stroke,157,,,,,Clinical practice and epidemiology in mental health : CP & EMH
29238363,stroke,136,,,,,Journal of geriatric cardiology : JGC
29238322,stroke,63,,,,,Frontiers in neurology
29238296,stroke,129,,,,,Frontiers in behavioral neuroscience
29238181,stroke,142,,,,,Clinical interventions in aging
29238099,stroke,133,,,,,Nagoya journal of medical science
29238035,stroke,90,,,,,Cell death & disease
29237991,stroke,126,,,,,Circulation journal : official journal of the Japanese Circulation Society
29237922,stroke,181,,,,,Chinese medical journal
29237921,stroke,137,,,,,Chinese medical journal
29237797,stroke,140,,,,,Neurology
29237794,stroke,88,,,,,Neurology
29237756,stroke,115,,,,,The Journal of general physiology
29237710,stroke,134,,,,,Circulation. Heart failure
29237706,stroke,168,,,,,CMAJ open
29237554,stroke,218,,,,,Neuropsychologia
29237471,stroke,219,,,,,The international journal of behavioral nutrition and physical activity
29237453,stroke,188,,,,,Journal of neuroinflammation
29237411,stroke,131,,,,,BMC cardiovascular disorders
29237408,stroke,145,,,,,BMC neurology
29237403,stroke,85,,,,,BMC neurology
29237371,stroke,144,,,,,Current pharmaceutical design
29237339,stroke,115,,,,,Topics in stroke rehabilitation
29237321,stroke,159,,,,,"Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences"
29237088,stroke,109,,,,,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association"
29236892,stroke,109,,,,,Arquivos de neuro-psiquiatria
29236821,stroke,81,,,,,Arquivos de neuro-psiquiatria
29236642,stroke,155,,,,,The New England journal of medicine
29236217,stroke,160,,,,,Aging clinical and experimental research
29236169,stroke,216,,,,,Journal of neurology
29236075,stroke,128,,,,,Nutrients
29235722,stroke,141,,,,,Clinical physiology and functional imaging
29235504,stroke,104,,,,,Scientific reports
29235436,stroke,144,,,,,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
29235430,stroke,140,,,,,International psychogeriatrics
29235182,stroke,171,,,,,Experimental physiology
29235151,stroke,116,,,,,Journal of cardiac surgery
29235081,stroke,122,,,,,Biophysical reviews
29235051,stroke,163,,,,,Journal of neuro-oncology
29234935,stroke,155,,,,,The international journal of cardiovascular imaging
29234926,stroke,102,,,,,Metabolic brain disease
29234866,stroke,69,,,,,Herzschrittmachertherapie & Elektrophysiologie
29234843,stroke,116,,,,,Herz
29234822,stroke,106,,,,,Der Nervenarzt
29234814,stroke,181,,,,,JAMA
29234813,stroke,184,,,,,JAMA
29367870,vaccines,108,,,,,Journal of dermatological case reports
29361403,vaccines,130,,,,,Computational biology and chemistry
29360907,vaccines,101,,,,,Cutis
29358941,vaccines,152,,,,,Frontiers in immunology
29358939,vaccines,135,,,,,Frontiers in immunology
29358933,vaccines,191,,,,,Frontiers in immunology
29355006,vaccines,139,,,,,Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia
29354639,vaccines,148,,,,,Frontiers in veterinary science
29354397,vaccines,103,,,,,Osong public health and research perspectives
29354118,vaccines,204,,,,,Frontiers in immunology
29354074,vaccines,181,,,,,Frontiers in physiology
29353131,vaccines,101,,,,,"European journal of obstetrics, gynecology, and reproductive biology"
29344358,vaccines,201,,,,,Therapeutic advances in infectious disease
29344179,vaccines,152,,,,,Oncology letters
29341945,vaccines,134,,,,,Folia medica
29338608,vaccines,88,,,,,Immunotherapy
29337615,vaccines,170,,,,,Avian diseases
29333236,vaccines,111,,,,,F1000Research
29333501,vaccines,99,,,,,Heliyon
29331687,vaccines,110,,,,,Research in veterinary science
29330996,vaccines,165,,,,,"Journal of Ayub Medical College, Abbottabad : JAMC"
29326728,vaccines,146,,,,,Frontiers in immunology
29326720,vaccines,132,,,,,Frontiers in immunology
29326715,vaccines,138,,,,,Frontiers in immunology
29326711,vaccines,98,,,,,Frontiers in immunology
29326700,vaccines,137,,,,,Frontiers in immunology
29326687,vaccines,172,,,,,Frontiers in immunology
29326671,vaccines,193,,,,,Frontiers in microbiology
29323808,vaccines,108,,,,,WMJ : official publication of the State Medical Society of Wisconsin
29322035,vaccines,136,,,,,Frontiers in cellular and infection microbiology
29321781,vaccines,57,,,,,Frontiers in immunology
29320811,vaccines,39,,,,,NCSL legisbrief
29317873,vaccines,139,,,,,Iranian journal of parasitology
29317871,vaccines,131,,,,,Iranian journal of parasitology
29317800,vaccines,146,,,,,"Drug design, development and therapy"
29317163,vaccines,68,,,,,Bioorganic & medicinal chemistry letters
29317110,vaccines,153,,,,,Immunobiology
29312896,vaccines,174,,,,,Frontiers in cellular and infection microbiology
29312895,vaccines,209,,,,,Frontiers in cellular and infection microbiology
29312597,vaccines,78,,,,,Oncotarget
29312344,vaccines,125,,,,,Frontiers in immunology
29312320,vaccines,159,,,,,Frontiers in immunology
29312318,vaccines,165,,,,,Frontiers in immunology
29312315,vaccines,188,,,,,Frontiers in immunology
29312309,vaccines,92,,,,,Frontiers in immunology
29312305,vaccines,185,,,,,Frontiers in immunology
29312298,vaccines,148,,,,,Frontiers in immunology
29312291,vaccines,183,,,,,Frontiers in immunology
29312283,vaccines,139,,,,,Frontiers in immunology
29312180,vaccines,155,,,,,Frontiers in microbiology
29311431,vaccines,123,,,,,The Journal of veterinary medical science
29309656,vaccines,76,,,,,Journal of the Pediatric Infectious Diseases Society
29309553,vaccines,122,,,,,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
29308402,vaccines,81,,,,,Open forum infectious diseases
29308310,vaccines,140,,,,,Oncoimmunology
29308074,vaccines,160,,,,,Tanaffos
29307441,vaccines,148,,,,,Journal of inorganic biochemistry
29306770,vaccines,136,,,,,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology
29303710,vaccines,127,,,,,Clinical and experimental rheumatology
29302556,vaccines,141,,,,,Journal of family medicine and primary care
29302319,vaccines,175,,,,,Journal of global health
29302251,vaccines,124,,,,,Immune network
29302248,vaccines,129,,,,,Journal of biomedical nanotechnology
29299402,vaccines,198,,,,,Pneumonia (Nathan Qld.)
29297821,vaccines,98,,,,,Journal of zoo and wildlife medicine : official publication of the American Association of Zoo Veterinarians
29297450,vaccines,125,,,,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease
29297408,vaccines,146,,,,,Reproductive health
29297366,vaccines,145,,,,,Reproductive health
29297341,vaccines,240,,,,,BMC health services research
29297294,vaccines,155,,,,,BMC bioinformatics
29296883,vaccines,150,,,,,Blood advances
29296875,vaccines,147,,,,,Blood advances
29296525,vaccines,144,,,,,Oncoimmunology
29296163,vaccines,184,,,,,The Pan African medical journal
29296162,vaccines,151,,,,,The Pan African medical journal
29296158,vaccines,126,,,,,The Pan African medical journal
29296154,vaccines,70,,,,,The Pan African medical journal
29296148,vaccines,91,,,,,The Pan African medical journal
29296147,vaccines,91,,,,,The Pan African medical journal
29296143,vaccines,177,,,,,The Pan African medical journal
29296142,vaccines,125,,,,,The Pan African medical journal
29296140,vaccines,146,,,,,The Pan African medical journal
29296138,vaccines,130,,,,,The Pan African medical journal
29295756,vaccines,98,,,,,Vaccine
29295593,vaccines,119,,,,,Vaccines
29295563,vaccines,106,,,,,Vaccines
29295550,vaccines,109,,,,,"Pathogens (Basel, Switzerland)"
29295514,vaccines,82,,,,,Viruses
29295488,vaccines,79,,,,,Viruses
29295048,vaccines,44,,,,,Studies in health technology and informatics
29294432,vaccines,79,,,,,Research in veterinary science
29294067,vaccines,94,,,,,Journal of the Pediatric Infectious Diseases Society
29293723,vaccines,175,,,,,Journal of animal science
29292654,vaccines,76,,,,,Asia-Pacific journal of public health
29292622,vaccines,123,,,,,Harefuah
29292176,vaccines,110,,,,,Vaccine
29292175,vaccines,148,,,,,Vaccine
29292166,vaccines,173,,,,,Acta biomaterialia
29291998,vaccines,97,,,,,Veterinary microbiology
29291994,vaccines,103,,,,,Veterinary microbiology
29291991,vaccines,144,,,,,Veterinary microbiology
29291591,vaccines,92,,,,,Computational biology and chemistry
29291214,vaccines,109,,,,,Virusdisease
29291209,vaccines,52,,,,,Virusdisease
29290844,vaccines,81,,,,,The open microbiology journal
29290477,vaccines,171,,,,,Vaccine
29290234,vaccines,92,,,,,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie
29290229,vaccines,113,,,,,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie
29290097,vaccines,118,,,,,Pediatrics international : official journal of the Japan Pediatric Society
29289932,vaccines,71,,,,,Indian journal of medical ethics
29289655,vaccines,106,,,,,Fish & shellfish immunology
29289385,vaccines,119,,,,,Vaccine
29289383,vaccines,140,,,,,Vaccine
29289382,vaccines,127,,,,,Vaccine
29289380,vaccines,60,,,,,Vaccine
29288818,vaccines,105,,,,,Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation
29288550,vaccines,123,,,,,Pediatrics international : official journal of the Japan Pediatric Society
29288517,vaccines,117,,,,,Pediatrics international : official journal of the Japan Pediatric Society
29288079,vaccines,119,,,,,The Journal of allergy and clinical immunology
29288077,vaccines,102,,,,,The Journal of allergy and clinical immunology
29287989,vaccines,58,,,,,Microbes and infection
29287985,vaccines,61,,,,,Microbes and infection
29287984,vaccines,33,,,,,Microbes and infection
29287981,vaccines,32,,,,,Microbes and infection
29287882,vaccines,124,,,,,International journal of pediatric otorhinolaryngology
29287683,vaccines,188,,,,,Vaccine
29287682,vaccines,129,,,,,Vaccine
29287681,vaccines,149,,,,,Vaccine
29287680,vaccines,158,,,,,Vaccine
29287679,vaccines,114,,,,,Vaccine
29287062,vaccines,129,,,,,PloS one
29286606,vaccines,124,,,,,Asian Pacific journal of cancer prevention : APJCP
29286346,vaccines,88,,,,,"Molecules (Basel, Switzerland)"
29286298,vaccines,116,,,,,International journal of molecular sciences
29286179,vaccines,79,,,,,"American journal of reproductive immunology (New York, N.Y. : 1989)"
29286160,vaccines,156,,,,,International journal of molecular medicine
29285841,vaccines,73,,,,,Cancer science
29285731,vaccines,119,,,,,"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy"
29285631,vaccines,129,,,,,Maternal and child health journal
29285399,vaccines,136,,,,,NPJ aging and mechanisms of disease
29285322,vaccines,112,,,,,ORAL & implantology
29284435,vaccines,173,,,,,BMC infectious diseases
29284419,vaccines,182,,,,,BMC infectious diseases
29284249,vaccines,104,,,,,Annals of agricultural and environmental medicine : AAEM
29284210,vaccines,94,,,,,Journal of veterinary science
29284177,vaccines,119,,,,,Parasite immunology
29284036,vaccines,161,,,,,PloS one
29283392,vaccines,117,,,,,International journal of molecular sciences
